Epoch,Accuracy,Loss
1,0.3333333333333333,1.098612285688131
2,0.6740128558310376,1.097523083599367
3,0.6798898071625344,1.0964376256491093
4,0.6883379247015611,1.0953558034095363
5,0.6991735537190082,1.0942775218432448
6,0.7072543617998164,1.0932026975303113
7,0.7125803489439853,1.092131257128293
8,0.7180899908172635,1.0910631360348824
9,0.7261707988980717,1.0899982772268086
10,0.7318640955004592,1.0889366302519703
11,0.7366391184573002,1.087878150354743
12,0.742516069788797,1.0868227977169986
13,0.7474747474747475,1.085770536799645
14,0.749862258953168,1.0847213357714527
15,0.7518824609733701,1.0836751660136732
16,0.7537190082644628,1.082632001690451
17,0.7561065197428833,1.0815918193763345
18,0.7590449954086318,1.080554597733335
19,0.7599632690541781,1.0795203172309775
20,0.7640036730945822,1.0784889599036427
21,0.7654729109274564,1.077460509140256
22,0.7658402203856749,1.076434949502028
23,0.7678604224058769,1.0754122665645256
24,0.7687786960514233,1.074392446780831
25,0.7700642791551883,1.0733754773629938
26,0.7715335169880625,1.0723613461793322
27,0.7730027548209366,1.0713500416654835
28,0.7742883379247015,1.070341552747363
29,0.7748393021120293,1.0693358687744512
30,0.7764921946740129,1.068332979462032
31,0.7768595041322314,1.067332874841185
32,0.7775941230486685,1.0663355452155026
33,0.7785123966942149,1.0653409811236327
34,0.7794306703397612,1.06434917330687
35,0.7805325987144169,1.0633601126811223
36,0.782001836547291,1.0623737903126702
37,0.7818181818181819,1.0613901973972126
38,0.7814508723599632,1.0604093252417581
39,0.782552800734619,1.0594311652489856
40,0.783287419651056,1.0584557089037447
41,0.7840220385674931,1.0574829477614074
42,0.7851239669421488,1.0565128734378253
43,0.7856749311294766,1.0555454776006827
44,0.7862258953168044,1.0545807519620514
45,0.7862258953168044,1.053618688271995
46,0.7862258953168044,1.0526592783130742
47,0.7864095500459137,1.051702513895645
48,0.7869605142332415,1.05074838685383
49,0.7871441689623507,1.0497968890420812
50,0.7871441689623507,1.04884801233226
51,0.78732782369146,1.0479017486111502
52,0.7875114784205693,1.046958089778363
53,0.7876951331496787,1.046017027744571
54,0.7876951331496787,1.0450785544300307
55,0.7869605142332415,1.044142661763355
56,0.7869605142332415,1.0432093416805015
57,0.7869605142332415,1.0422785861239492
58,0.7867768595041322,1.0413503870420349
59,0.7876951331496787,1.0404247363884338
60,0.78732782369146,1.0395016261217562
61,0.7876951331496787,1.0385810482052538
62,0.7875114784205693,1.0376629946066143
63,0.7878787878787878,1.036747457297834
64,0.7878787878787878,1.0358344282551606
65,0.7878787878787878,1.0349238994590901
66,0.7887970615243343,1.0340158628944172
67,0.7898989898989899,1.0331103105503265
68,0.7898989898989899,1.032207234420524
69,0.7900826446280992,1.031306626503394
70,0.790633608815427,1.0304084788021892
71,0.7902662993572085,1.0295127833252407
72,0.790633608815427,1.028619532086187
73,0.7908172635445363,1.0277287171042222
74,0.7908172635445363,1.0268403304043525
75,0.790633608815427,1.0259543640176714
76,0.7910009182736455,1.025070809981637
77,0.7910009182736455,1.0241896603403622
78,0.7902662993572085,1.0233109071449076
79,0.7904499540863177,1.0224345424535817
80,0.7904499540863177,1.0215605583322427
81,0.7904499540863177,1.0206889468546032
82,0.790633608815427,1.019819700102538
83,0.790633608815427,1.0189528101663905
84,0.7902662993572085,1.0180882691452815
85,0.7908172635445363,1.0172260691474153
86,0.7915518824609734,1.0163662022903877
87,0.790633608815427,1.01550866070149
88,0.7908172635445363,1.0146534365180122
89,0.7904499540863177,1.0138005218875454
90,0.7904499540863177,1.0129499089682799
91,0.7902662993572085,1.0121015899293004
92,0.7898989898989899,1.011255556950881
93,0.7893480257116621,1.0104118022247743
94,0.7895316804407714,1.009570317954499
95,0.7893480257116621,1.0087310963556226
96,0.7895316804407714,1.007894129656042
97,0.7897153351698806,1.0070594100962593
98,0.7898989898989899,1.006226929929654
99,0.7897153351698806,1.0053966814227546
100,0.7898989898989899,1.0045686568554986
101,0.7904499540863177,1.003742848521497
102,0.790633608815427,1.0029192487282896
103,0.790633608815427,1.0020978497975994
104,0.7904499540863177,1.0012786440655783
105,0.7902662993572085,1.0004616238830555
106,0.7902662993572085,0.9996467816157736
107,0.7904499540863177,0.99883410964463
108,0.7900826446280992,0.9980236003659042
109,0.7897153351698806,0.9972152461914885
110,0.7895316804407714,0.9964090395491121
111,0.7895316804407714,0.9956049728825589
112,0.7893480257116621,0.9948030386518847
113,0.7895316804407714,0.9940032293336275
114,0.7895316804407714,0.9932055374210159
115,0.7898989898989899,0.9924099554241704
116,0.7897153351698806,0.9916164758703047
117,0.7897153351698806,0.9908250913039185
118,0.7898989898989899,0.9900357942869897
119,0.7898989898989899,0.9892485773991608
120,0.7897153351698806,0.988463433237922
121,0.7895316804407714,0.987680354418788
122,0.7891643709825528,0.9868993335754769
123,0.7893480257116621,0.9861203633600767
124,0.7895316804407714,0.9853434364432154
125,0.7897153351698806,0.9845685455142212
126,0.7895316804407714,0.9837956832812845
127,0.7895316804407714,0.9830248424716123
128,0.7900826446280992,0.9822560158315776
129,0.7898989898989899,0.9814891961268709
130,0.7897153351698806,0.9807243761426407
131,0.7897153351698806,0.9799615486836368
132,0.7891643709825528,0.9792007065743447
133,0.7897153351698806,0.9784418426591195
134,0.7897153351698806,0.9776849498023157
135,0.7898989898989899,0.9769300208884123
136,0.7908172635445363,0.9761770488221351
137,0.7910009182736455,0.9754260265285769
138,0.7910009182736455,0.9746769469533105
139,0.7908172635445363,0.9739298030625024
140,0.7910009182736455,0.9731845878430214
141,0.7910009182736455,0.9724412943025424
142,0.7910009182736455,0.9716999154696495
143,0.7911845730027548,0.9709604443939339
144,0.7911845730027548,0.9702228741460893
145,0.7911845730027548,0.9694871978180054
146,0.7913682277318641,0.9687534085228543
147,0.7915518824609734,0.9680214993951787
148,0.7913682277318641,0.9672914635909733
149,0.7913682277318641,0.9665632942877652
150,0.7911845730027548,0.9658369846846904
151,0.7913682277318641,0.965112528002567
152,0.7915518824609734,0.964389917483967
153,0.7913682277318641,0.9636691463932833
154,0.7913682277318641,0.9629502080167949
155,0.7915518824609734,0.9622330956627296
156,0.7917355371900826,0.9615178026613225
157,0.7917355371900826,0.9608043223648736
158,0.7917355371900826,0.960092648147801
159,0.7919191919191919,0.9593827734066924
160,0.7921028466483012,0.9586746915603537
161,0.7917355371900826,0.9579683960498552
162,0.7917355371900826,0.9572638803385742
163,0.7917355371900826,0.9565611379122377
164,0.7917355371900826,0.9558601622789591
165,0.7915518824609734,0.955160946969274
166,0.7915518824609734,0.9544634855361761
167,0.7917355371900826,0.9537677715551452
168,0.7917355371900826,0.9530737986241784
169,0.7917355371900826,0.9523815603638154
170,0.7917355371900826,0.9516910504171635
171,0.7917355371900826,0.9510022624499189
172,0.7919191919191919,0.9503151901503865
173,0.7921028466483012,0.9496298272294981
174,0.7921028466483012,0.9489461674208272
175,0.7919191919191919,0.9482642044806028
176,0.7917355371900826,0.9475839321877206
177,0.7915518824609734,0.9469053443437525
178,0.7915518824609734,0.9462284347729526
179,0.7917355371900826,0.9455531973222643
180,0.7915518824609734,0.9448796258613227
181,0.7919191919191919,0.944207714282456
182,0.7919191919191919,0.9435374565006854
183,0.7922865013774105,0.9428688464537227
184,0.7922865013774105,0.9422018781019661
185,0.7922865013774105,0.9415365454284947
186,0.7922865013774105,0.9408728424390609
187,0.7921028466483012,0.9402107631620807
188,0.7924701561065197,0.939550301648623
189,0.7922865013774105,0.9388914519723972
190,0.7922865013774105,0.9382342082297394
191,0.7922865013774105,0.9375785645395946
192,0.7921028466483012,0.9369245150435022
193,0.7922865013774105,0.9362720539055748
194,0.7924701561065197,0.9356211753124785
195,0.7928374655647383,0.934971873473412
196,0.7932047750229568,0.9343241426200821
197,0.7932047750229568,0.933677977006679
198,0.7932047750229568,0.933033370909851
199,0.7932047750229568,0.9323903186286764
200,0.7930211202938475,0.9317488144846351
